"locus"	"product"	"p_id"	"AP"	"GP"
Bd1351	hypothetical protein	NP_968250.1	17.56825351	127.5259567
Bd1352	hypothetical protein	NP_968251.1	0	0
Bd1353	short chain dehydrogenase	NP_968252.1	15.96854262	1.371761385
Bd1354	hypothetical protein	NP_968253.1	14.2534887	9.550565114
Bd1355	hypothetical protein	NP_968254.1	1826.767172	5.204935229
Bd1356	hypothetical protein	NP_968255.1	1.038398489	60.88075012
Bd1357	hypothetical protein	NP_968256.1	2.93372777	9.828736913
Bd1358	putative peptidoglycan-binding protein	NP_968257.1	0.955641873	5.762959594
Bd1359	hypothetical protein	NP_968258.1	150.2034306	7.104280014
Bd1360	putative membrane associated lipoprotein	NP_968259.1	831.5845021	5.168868938
Bd1361	hypothetical protein	NP_968260.1	9.521235898	1.678872143
Bd1362	hypothetical protein	NP_968261.1	1.730664149	1.159633336
Bd1363	hypothetical protein	NP_968262.1	14.28718489	459.5108775
Bd1364	sugar efflux transporter	NP_968263.1	3.323402271	95.92581136
Bd1365	methionine sulfoxide reductase B	NP_968264.1	53.79612173	149.5531673
Bd1366	hypothetical protein	NP_968265.1	26.91779532	81.45424499
Bd1367	hypothetical protein	NP_968266.1	8.347346971	14.91506301
Bd1368	hypothetical protein	NP_968267.1	0	16.06920479
Bd1369	hypothetical protein	NP_968268.1	1.408736412	14.15887975
Bd1370	RNA helicase	NP_968269.1	0	34.40413261
Bd1371	glutaminyl-tRNA synthetase	NP_968270.1	2.674105844	513.0484695
Bd1372	aminopeptidase P	NP_968271.1	1.184995923	143.7154057
Bd1373	hypothetical protein	NP_968272.1	15.29994736	256.2936461
Bd1374	hypothetical protein	NP_968273.1	0	479.183687
Bd1375	hypothetical protein	NP_968274.1	0	2.699626405
Bd1376	putative ribose ABC transporter	NP_968275.1	0	5.209399153
Bd1377	hypothetical protein	NP_968276.1	2.014493069	44.71256234
Bd1378	hypothetical protein	NP_968277.1	36.94289797	15.86771006
Bd1379	hypothetical protein	NP_968278.1	982.9047432	2.812110839
Bd1380	hypothetical protein	NP_968279.1	236.8653947	7.619913241
Bd1381	two-component hybrid sensor and regulator	NP_968280.1	21.63370155	2.727682569
Bd1382	two-component hybrid sensor and regulator	NP_968281.1	1.412687987	21.29789415
Bd1383	pseudouridine synthase Rlu family protein	NP_968282.1	0	28.12110839
Bd1384	hypothetical protein	NP_968283.1	0	50.93634727
Bd1385	putative phosphodiesterase	NP_968284.1	1.355040181	39.34433102
Bd1386	Cys/Met metabolism lyase (PLP-dependent)	NP_968285.1	1.179445591	270.278756
Bd1387	hypothetical protein	NP_968286.1	0.484253142	66.51723715
Bd1389	hypothetical protein	NP_968287.1	1.474019319	59.26009183
Bd1390	tryptophan halogenase	NP_968288.1	0	18.32611558
Bd1391	putative trypsin	NP_968289.1	1.063992818	21.38788525
Bd1392	TonB-dependent siderophore receptor| putative	NP_968290.1	0	4.344892283
Bd1393	hypothetical protein	NP_968291.1	114.1729042	586.6354382
Bd1394	ATP-dependent RNA helicase DbpA	NP_968292.1	4.777453918	17.33949766
Bd1395	nucleic acid binding protein	NP_968293.1	3.610202633	49.58991157
Bd1396	hypothetical protein	NP_968294.1	0	7.669393197
Bd1397	putative RNA-binding protein	NP_968295.1	34.43577896	13229.89992
Bd1398	putative transmembrane protein	NP_968296.1	1.09483319	51.35158923
Bd1399	hypothetical protein	NP_968297.1	3.790712764	30.84250598
Bd1400	hypothetical protein	NP_968298.1	34.6940473	127.482358
Bd1401	superoxide dismutase	NP_968299.1	10.01681636	61.52463493
Bd1402	hypothetical protein	NP_968300.1	0.757328221	6.343107156
Bd1403	putative glyoxalase	NP_968301.1	0.825611913	2.766010661
Bd1404	hypothetical protein	NP_968302.1	0.676004386	67.94361759
Bd1405	hypothetical protein	NP_968303.1	16.78744224	16.54182846
Bd1407	hypothetical protein	NP_968304.1	343.9639761	61.02878842
Bd1408	outer membrane protein	NP_968305.1	58.30282316	66.32451482
Bd1409	hypothetical protein	NP_968306.1	4539.324382	19.99723263
Bd1410	putative Ni|Fe-hydrogenase I cytochrome b	NP_968307.1	1970.9238	307.6318462
Bd1411	hypothetical protein	NP_968308.1	257.1530925	51.12928798
Bd1412	ATP-dependent RNA helicase	NP_968309.1	4.292679295	233.7005355
Bd1413	hypothetical protein	NP_968310.1	1.481244904	3.721911405
Bd1414	ABC transporter| ATP-binding protein	NP_968311.1	9.257780648	92.42746655
Bd1415	putative lysophospholipase	NP_968312.1	5.658688396	26.54127084
Bd1416	hypothetical protein	NP_968313.1	4096.135907	103.1107308
Bd1418	hypothetical protein	NP_968314.1	104.2281197	66.51253463
Bd1419	spermidine/putrescine ABC transporter	NP_968315.1	12.03195519	73.70993599
Bd1420	spermidine/putrescine transport system permease	NP_968316.1	4.347826767	12.13860794
Bd1421	spermidine/putrescine transport system permease	NP_968317.1	5.434783459	53.40987493
Bd1422	MDR-type permease	NP_968318.1	2.050374625	70.41010345
Bd1423	cell division protein FtsJ	NP_968319.1	0.511292657	58.24067118
Bd1424	putative pseudouridine synthase	NP_968320.1	1.337052922	23.89049916
Bd1425	transcriptional regulator	NP_968321.1	2.028013157	108.7097881
Bd1426	putative hydrolase	NP_968322.1	1.412027852	11.03819208
Bd1427	putative cysteine protease	NP_968323.1	2.509155068	0
Bd1428	hypothetical protein	NP_968324.1	6.867590008	7.669393197
Bd1429	putative amino acid ABC transporter	NP_968325.1	2.764990487	96.60427823
Bd1430	hypothetical protein	NP_968326.1	4.706759507	50.46030664
Bd1431	putative nuclease	NP_968327.1	4.825133099	52.53763963
Bd1432	serine protease	NP_968328.1	15.57256155	0
Bd1433	hypothetical protein	NP_968329.1	1282.758087	0
Bd1434	GGDEF domain-containing protein	NP_968330.1	2999.082713	4.950415169
Bd1435	putative NAD(FAD)-dependent dehydrogenase	NP_968331.1	11.38458727	1.939386786
Bd1436	osmotically inducible protein	NP_968332.1	5.336405481	0
Bd1437	membrane protein	NP_968333.1	0.30897133	31.05398473
Bd1438	hypothetical protein	NP_968334.1	1.767099183	23.68093338
Bd1439	hypothetical protein	NP_968335.1	0	27.36107843
Bd1440	hypothetical protein	NP_968336.1	0.754491786	7.58322024
Bd1441	hypothetical protein	NP_968337.1	0	0
Bd1442	hypothetical protein	NP_968338.1	1.955818514	55.69617584
Bd1443	hypothetical protein	NP_968339.1	8.68315978	36.84834892
Bd1444	serine protease	NP_968340.1	0.957458683	11.22705848
Bd1447	hypothetical protein	NP_968341.1	42.97585214	1.499792447
Bd1448	hypothetical protein	NP_968342.1	0	0
Bd1449	cell wall surface anchor family protein	NP_968343.1	828.9752328	1.964221773
Bd1451	MarR family transcriptional regulator	NP_968344.1	0	0
Bd1452	putative phenylacetic acid degradation protein	NP_968345.1	0	0
Bd1453	LysR family transcriptional regulator	NP_968346.1	0	4.872971851
Bd1454	pyoverdine biosynthesis protein PvcA	NP_968347.1	0	0
Bd1455	pyoverdine biosynthesis protein PvcB	NP_968348.1	0	0
Bd1456	hypothetical protein	NP_968349.1	0.213852767	0.71646136
Bd1457	hypothetical protein	NP_968350.1	0.853598758	20.01841614
Bd1458	hypothetical protein	NP_968351.1	0	0
Bd1459	hypothetical protein	NP_968352.1	0	0
Bd1460	adenylosuccinate synthetase	NP_968353.1	10.933161	1145.626679
Bd1461	phosphoglycerate dehydrogenase	NP_968354.1	29.39078034	22.56526631
Bd1462	aspartate aminotransferase| putative	NP_968355.1	10.64358451	51.3137751
Bd1463	hypothetical protein	NP_968356.1	0.46631784	748.3339399
Bd1464	DNA polymerase III| delta subunit	NP_968357.1	0.896658636	419.5635994
Bd1465	hypothetical protein	NP_968358.1	155.6653735	153.3878639
Bd1466	hypothetical protein	NP_968359.1	656.0355718	799.2315016
Bd1467	30S ribosomal protein S20	NP_968360.1	199.1601102	3286.334985
Bd1468	putative virulence factor	NP_968361.1	19.79892997	85.65131487
Bd1469	methyl accepting chemotaxis protein	NP_968362.1	4.85636722	10.84671324
Bd1470	methyl accepting chemotaxis protein	NP_968363.1	5.669305072	1.899361918
Bd1473	hypothetical protein	NP_968364.1	578.4736978	10.83565644
Bd1474	hypothetical protein	NP_968365.1	232.4849144	2.835742023
Bd1475	hypothetical protein	NP_968366.1	730.7474858	27.79027182
Bd1476	hypothetical protein	NP_968367.1	584.9857174	19.32247938
Bd1477	hypothetical protein	NP_968368.1	7362.608102	252.0735499
Bd1478	adventurous gliding motility protein U	NP_968369.1	308.6014625	17.71766118
Bd1479	adventurous gliding motility protein S	NP_968370.1	103.1228595	20.08650599
Bd1480	TolR-like protein| putative	NP_968371.1	110.4722006	1.814265057
Bd1481	adventurous gliding motility protein R	NP_968372.1	313.2239223	34.17248614
Bd1482	hypothetical protein	NP_968373.1	421.8757224	60.31773974
Bd1483	hypothetical protein	NP_968374.1	1133.863684	57.19547469
Bd1485	tetrapyrrole methylase family protein/MazG	NP_968375.1	2.731516026	351.1802146
Bd1486	HD superfamily hydrolase domain-containing	NP_968376.1	3.378342414	289.6648829
Bd1487	metal-dependent hydrolase| putative	NP_968377.1	6.670506851	167.6092553
Bd1489	hypothetical protein	NP_968378.1	5.63057069	427.5805797
Bd1490	lipoprotein releasing system transmembrane	NP_968379.1	4.961805589	116.3632071
Bd1491	ABC-type transport| ATP-binding protein	NP_968380.1	1.823070651	204.6096936
Bd1493	hypothetical protein	NP_968381.1	2.644022153	771.5026087
Bd1494	hypothetical protein	NP_968382.1	59.7110221	2576.36502
Bd1495	UDP-N-acetylglucosamine acyltransferase	NP_968383.1	9.889329611	403.7168579
Bd1496	oxidoreductase family protein	NP_968384.1	12.06088083	292.6779436
Bd1498	lipid A disaccharide synthase	NP_968385.1	4.733795723	308.3776899
Bd1499	tetraacyldisaccharide 4'-kinase	NP_968386.1	5.036232672	171.7041795
Bd1500	lipid A biosynthesis lauroyl acyltransferase	NP_968387.1	1.707197516	99.52012596
Bd1501	hypothetical protein	NP_968388.1	1.063057028	84.5859197
Bd1502	putative cAMP-dependent protein kinase	NP_968389.1	5.797102357	25.89569693
Bd1503	putative heptosyltransferase	NP_968390.1	2.900448136	6.183699227
Bd1504	ADP-heptose:LPS heptosyltransferase II	NP_968391.1	1.660296485	423.6707649
Bd1505	acetoacetate metabolism regulatory protein	NP_968392.1	0	68.06382922
Bd1506	sensory transduction histidine kinase	NP_968393.1	0.485030434	15.16644048
Bd1507	riboflavin kinase / FAD synthase ribC	NP_968394.1	17.90660506	302.1010501
Bd1508	hypothetical protein	NP_968395.1	27.1739173	122.5999402
Bd1509	type IV pilus biogenesis protein PilB	NP_968396.1	5.862281418	41.66090132
Bd1510	pilT; twitching motility protein PilT	NP_968397.1	5.209895868	19.39386786
Bd1511	pilC; type II secretion system protein	NP_968398.1	12.90069453	32.41546484
Bd1512	pilS sensor protein	NP_968399.1	9.191603356	23.73720936
Bd1513	regulator protein pilR	NP_968400.1	11.81205957	290.6847196
Bd1514	bacterioferritin	NP_968401.1	50.71451083	2067.196443
Bd1515	hypothetical protein	NP_968402.1	205.2646347	92.03271837
Bd1516	phospholipase D family protein	NP_968403.1	195.6200201	4.541767169
Bd1517	hypothetical protein	NP_968404.1	5.25519931	11.73750611
Bd1518	aminopeptidase	NP_968405.1	1.172921729	11.7887616
Bd1519	pseudouridine synthase Rlu family protein	NP_968406.1	0	9.277066685
Bd1520	hypothetical protein	NP_968407.1	1.598804023	8.927335997
Bd1521	intracellular protease/amidase| putative	NP_968408.1	1.998505029	6.695501998
Bd1522	NtrC family transcriptional regulator	NP_968409.1	0.631502529	2.115694675
Bd1523	hypothetical protein	NP_968410.1	0	0
Bd1524	hypothetical protein	NP_968411.1	9.156786677	39.44259359
Bd1525	hypothetical protein	NP_968412.1	15.26131113	49.08411646
Bd1526	hypothetical protein	NP_968413.1	3.473263912	25.06284461
Bd1527	hypothetical protein	NP_968414.1	9.216634956	2.205577129
Bd1528	hypothetical protein	NP_968415.1	7.194618103	24.10380719
Bd1529	ABC transporter ATP-binding protein	NP_968416.1	1.02605759	13.17729357
Bd1530	uridine kinase	NP_968417.1	14.04334111	1.622371638
Bd1531	hypothetical protein	NP_968418.1	1.909472103	1.599304743
Bd1532	hypothetical protein	NP_968419.1	0	0.831165765
Bd1533	hypothetical protein	NP_968420.1	0.968506283	0.811185819
Bd1534	methylmalonate-semialdehyde dehydrogenase	NP_968421.1	0.204724905	0.685880692
Bd1535	two-component hybrid sensor and regulator	NP_968422.1	4.27523996	4.010480653
Bd1536	hypothetical protein	NP_968423.1	0.481936141	3.229218188
Bd1537	hypothetical protein	NP_968424.1	14.60320254	2.508946473
Bd1538	hypothetical protein	NP_968425.1	0.945771394	1.584287797
Bd1539	hypothetical protein	NP_968426.1	0	0.831165765
Bd1540	hypothetical protein	NP_968427.1	0.191856483	178.6895573
Bd1541	putative protease	NP_968428.1	1.007246534	17.99750937
Bd1542	hypothetical protein	NP_968429.1	11.35992332	87.11200494
Bd1543	hypothetical protein	NP_968430.1	6.0194016	118.3103206
Bd1544	putative peptide N-acetyltransferase	NP_968431.1	3.449474433	108.6322269
Bd1545	hypothetical protein	NP_968432.1	6.906833379	1230.258319
Bd1546	transcription elongation factor NusA	NP_968433.1	21.10214122	917.6105952
Bd1547	translation initiation factor IF-2	NP_968434.1	12.07457423	301.8409134
Bd1548	hypothetical protein	NP_968435.1	13.42995379	402.4443067
Bd1549	tRNA pseudouridine synthase B	NP_968436.1	3.911637027	129.9577436
Bd1550	30S ribosomal protein S15	NP_968437.1	12.31079098	1852.243673
Bd1551	polynucleotide phosphorylase/polyadenylase	NP_968438.1	4.040530511	1167.549744
Bd1552	zinc proteinase	NP_968439.1	0.952478992	268.8457738
Bd1553	deoxyuridine 5'-triphosphate	NP_968440.1	1.342995379	211.4707351
Bd1554	hypothetical protein	NP_968441.1	2.087557584	393.404107
Bd1555	hypothetical protein	NP_968442.1	1.367302988	44.28120235
Bd1556	hypothetical protein	NP_968443.1	0	3.898690252
Bd1557	putative outer membrane protein	NP_968444.1	1.052870942	6.4668751
Bd1558	hypothetical protein	NP_968445.1	3.554987769	11.91011649
Bd1559	hypothetical protein	NP_968446.1	4.111210345	9.18240274
Bd1561	putative glycosyl transferase	NP_968447.1	2.170789945	381.0895034
Bd1562	hypothetical protein	NP_968448.1	0.355917503	153.8214692
Bd1563	hypothetical protein	NP_968449.1	2.09843028	191.5750509
Bd1564	DNA mismatch repair protein MutL	NP_968450.1	0	61.35514558
Bd1565	hypothetical protein	NP_968451.1	0.651939505	43.68327517
Bd1567	hypothetical protein	NP_968452.1	0.343770148	85.22711348
Bd1568	hypothetical protein	NP_968453.1	3.207791511	156.9050379
Bd1569	putative DNA-directed RNA polymerase| omega	NP_968454.1	3.777174504	3150.970195
Bd1570	GTP pyrophosphokinase	NP_968455.1	12.26687254	129.2277187
Bd1571	putative sensor protein fixL	NP_968456.1	8.5898361	22.07638416
Bd1572	TonB-dependent receptor	NP_968457.1	0.567462836	61.78722407
Bd1573	L-lysine 6-monooxygenase	NP_968458.1	0	69.70866305
Bd1574	putative siderophore biosynthesis protein IucC	NP_968459.1	0.51830868	61.93396771
Bd1575	aerobactin siderophore biosynthesis protein	NP_968460.1	0.308026463	54.69426586
Bd1576	aerobactin siderophore biosynthesis protein	NP_968461.1	0.172473722	36.98118364
Bd1577	multidrug resistance protein	NP_968462.1	0.254355185	55.39006198
Bd1578	membrane protein	NP_968463.1	0.463101855	22.49688671
Bd1579	hypothetical protein	NP_968464.1	52.47332245	204.0885232
Bd1580	hypothetical protein	NP_968465.1	13.91590607	16.65065628
Bd1581	hypothetical protein	NP_968466.1	5.423635186	31.14953545
Bd1582	single-strand binding protein	NP_968467.1	2.79790704	1031.107308
Bd1583	hypothetical protein	NP_968468.1	5.943380172	31.43974851
Bd1584	hypothetical protein	NP_968469.1	10.41979174	37.81804232
Bd1585	putative type 4 fimbrial biogenesis protein	NP_968470.1	23.72693204	650.8027942
Bd1586	hypothetical protein	NP_968471.1	0.244477314	5.733429866
Bd1587	general secretory pathway protein K	NP_968472.1	11.24595645	40.95307047
Bd1588	putative general secretion pathway protein J	NP_968473.1	7.511669071	70.92238862
Bd1589	putative general secretion pathway protein I	NP_968474.1	12.66597439	341.4946576
Bd1590	hypothetical protein	NP_968475.1	21.17800406	299.3816462
Bd1591	general secretion pathway protein G precursor	NP_968476.1	74.99207775	1709.434968
Bd1592	hypothetical protein	NP_968477.1	0	0
Bd1593	hypothetical protein	NP_968478.1	52.43201138	22.18871018
Bd1594	hypothetical protein	NP_968479.1	77.31681145	14.25859017
Bd1595	general secretion pathway protein F	NP_968480.1	4.961805589	17.45448107
Bd1596	pili biogenesis protein PilB-like ATPase	NP_968481.1	12.83570805	36.43301122
Bd1597	general secretion pathway protein D	NP_968482.1	16.30529638	61.67553798
Bd1598	general secretion pathway protein C	NP_968483.1	14.20052491	92.93795822
Bd1599	hypothetical protein	NP_968484.1	40.21023715	314.778573
Bd1600	hypothetical protein	NP_968485.1	1.390675689	27.28912293
Bd1601	hypothetical protein	NP_968486.1	7.213701971	77.87383862
Bd1602	cobalamin adenosyltransferase	NP_968487.1	3.490458288	53.45794862
Bd1603	putative formiminoglutamase	NP_968488.1	1.760920515	492.0210713
Bd1604	putative cytochrome c biogenesis protein	NP_968489.1	1.707197516	167.2967635
Bd1606	cytochrome C-type biogenesis protein	NP_968490.1	4.051082954	233.8113363
Bd1607	cytochrome c3	NP_968491.1	4.427457294	915.9446733
Bd1608	molybdopterin oxidoreductase| iron-sulfur	NP_968492.1	3.70167972	685.6763876
Bd1609	molybdopterin oxidoreductase	NP_968493.1	3.106046582	1533.405637
Bd1610	hypothetical protein	NP_968494.1	5.755694483	2076.784028
Bd1611	hypothetical protein	NP_968495.1	6.230390935	1647.259153
Bd1612	putative molybdopterin oxidoreductase	NP_968496.1	9.293795954	2290.643103
Bd1613	hypothetical protein	NP_968497.1	5.165366843	112.4844336
Bd1614	hypothetical protein	NP_968498.1	1.065869349	71.41868797
Bd1615	hypothetical protein	NP_968499.1	98.89329611	27.60981551
Bd1616	hypothetical protein	NP_968500.1	4.796412069	18.99087839
Bd1617	hypothetical protein	NP_968501.1	3.372819446	1253.251223
Bd1618	translation initiation factor IF-3	NP_968502.1	9.003320978	2450.778161
Bd1619	D-tyrosyl-tRNA(Tyr) deacylase	NP_968503.1	0	210.3304819
Bd1620	acetyl-CoA hydrolase/transferase family	NP_968504.1	1.421517287	24.49257828
Bd1622	enterochelin esterase	NP_968505.1	7.975265815	19.79198244
Bd1623	RTX family exoprotein	NP_968506.1	40.16168579	1.78925398
Bd1624	50S ribosomal protein L35	NP_968507.1	20.45969523	11494.50305
Bd1625	50S ribosomal protein L20	NP_968508.1	18.23463554	12392.68156
Bd1626	isopentenyl pyrophosphate isomerase	NP_968509.1	3.183825253	1181.086552
Bd1627	hypothetical protein	NP_968510.1	3.900499108	435.8451514
Bd1628	hypothetical protein	NP_968511.1	1.342995379	57.36706112
Bd1629	diphosphomevalonate decarboxylase	NP_968512.1	1.848158779	94.94098979
Bd1630	hypothetical protein	NP_968513.1	2.38200194	68.40269608
Bd1631	hypothetical protein	NP_968514.1	0.409449811	98.76681971
Bd1632	23S rRNA methyltransferase	NP_968515.1	1.199103017	117.8408352
Bd1633	hypothetical protein	NP_968516.1	0	22.00782396
Bd1634	putative response regulator	NP_968517.1	0	21.53957238
Bd1636	methyltransferase gidB	NP_968518.1	0.697056425	11.6765848
Bd1637	phenylalanyl-tRNA synthetase| alpha subunit	NP_968519.1	0.294516531	149.9792447
Bd1638	phenylalanyl-tRNA synthetase beta chain	NP_968520.1	1.732365047	327.5038176
Bd1639	integration host factor| alpha subunit	NP_968521.1	47.92543995	4283.479801
Bd1640	transcriptional regulator	NP_968522.1	12.73530101	2660.83867
Bd1641	hypothetical protein	NP_968523.1	0.436037461	15.09531359
Bd1642	hypothetical protein	NP_968524.1	0	0
Bd1643	hypothetical protein	NP_968525.1	0	0
