"GENE_NAME"	"E0"	"M45"	"J45"	"T45"	"M90"	"J90"	"T90"	"M45/E0"	"J45/E0"	"T45/E0"	"M90/E0"	"J90/E0"	"T90/E0"	"FUNCTION"	"MAPLOC"	
LA1319	0.878	0.909	0.811	0.81	0.767	0.792	0.804	1.04	0.92	0.92	0.87	0.9	0.92	hypothetical protein	1309598-1310311	
LA1320	0.764	0.773	0.58	0.547	0.657	0.74	0.702	1.01	0.76	0.72	0.86	0.97	0.92	hypothetical protein	1311254-1311394	
LA1321	1.02	0.991	1.038	1.075	1.514	1.095	1.497	0.97	1.02	1.05	1.48	1.07	1.47	thiol:disulfide interchange protein DsbD	1311384-1312793	
LA1322	0.659	0.751	0.554	0.582	0.472	0.566	0.374	1.14	0.84	0.88	0.72	0.86	0.57	hypothetical protein	1313553-1313660	
LA1323	3.028	3.203	3.749	4.242	3.344	1.801	3.276	1.06	1.24	1.4	1.1	0.59	1.08	Phosphoribosylformylglycinamidine synthase II	1314150-1316387	
LA1324	1.004	1.139	1.301	0.798	0.934	1.193	0.814	1.13	1.3	0.79	0.93	1.19	0.81	leucine-rich-repeat containing protein	1316403-1317056	
LA1325	1.695	1.539	1.744	1.736	1.813	1.284	1.881	0.91	1.03	1.02	1.07	0.76	1.11	Isoleucyl-tRNA synthetase	1317064-1319808	
LA1326	0.917	1.215	0.918	1.277	0.966	0.914	0.929	1.32	1	1.39	1.05	1	1.01	hypothetical protein	1320187-1320927	
LA1327	0.852	0.884	0.976	1.018	1.118	0.946	0.921	1.04	1.15	1.19	1.31	1.11	1.08	probable anti-sigma factor antagonist	1320924-1321328	
LA1328	3.14	7.891	2.322	2.971	8.189	2.67	2.207	2.51	0.74	0.95	2.61	0.85	0.7	hypothetical protein	1321399-1323243	
LA1329	0.947	1.056	0.916	0.887	1.161	1.175	0.887	1.12	0.97	0.94	1.23	1.24	0.94	hypothetical protein	1323259-1323978	
LA1330	0.67	0.852	0.279	0.432	0.592	0.594	0.258	1.27	0.42	0.64	0.88	0.89	0.39	hypothetical protein	1323975-1324445	
LA1331	0.624	0.747	0.228	0.389	0.511	0.551	0.21	1.2	0.37	0.62	0.82	0.88	0.34	hypothetical protein	1324575-1324763	
LA1332	1.62	1.85	1.668	1.811	1.741	1.172	1.875	1.14	1.03	1.12	1.07	0.72	1.16	putative outermembrane protein	1325508-1326491	
LA1333	1.139	1.259	1.816	1.557	0.953	0.956	1.768	1.11	1.59	1.37	0.84	0.84	1.55	putative amidase	1326606-1328108	
LA1334	2.046	1.287	4.891	7.796	1.689	2.353	3.515	0.63	2.39	3.81	0.83	1.15	1.72	putative oxidoreductase	1329076-1330245	
LA1335	0.89	0.912	0.689	0.784	0.861	0.913	0.681	1.02	0.77	0.88	0.97	1.03	0.77	ABC1 family protein kinase	1330257-1331969	
LA1336	1.687	1.07	0.979	1.269	1.397	0.865	0.823	0.63	0.58	0.75	0.83	0.51	0.49	Lipoprotein signal peptidase	1331966-1332514	
LA1337	2.716	1.294	1.982	1.808	1.997	1.541	1.801	0.48	0.73	0.67	0.74	0.57	0.66	probable cyclic nucleotide binding protein	1332519-1333046	
LA1338	2.605	1.269	6.584	6.919	2.033	1.944	5.366	0.49	2.53	2.66	0.78	0.75	2.06	hypothetical protein	1333039-1334106	
LA1339	0.956	0.985	1.258	1.231	0.902	0.937	1.479	1.03	1.32	1.29	0.94	0.98	1.55	hypothetical protein	1334836-1335765	
LA1340	1.123	1.091	1.414	1.238	0.967	1.099	1.824	0.97	1.26	1.1	0.86	0.98	1.62	Na(+) dependent transporter.Sodium Bile acid symporter family	1336074-1337018	
LA1341	0.637	0.779	0.299	0.35	0.477	0.581	0.256	1.22	0.47	0.55	0.75	0.91	0.4	hypothetical protein	1337269-1337448	
LA1342	0.561	0.668	0.171	0.289	0.414	0.604	0.133	1.19	0.3	0.52	0.74	1.08	0.24	hypothetical protein	1337467-1337574	
LA1343	0.989	1.007	1.123	1.73	1.12	1.027	1.428	1.02	1.14	1.75	1.13	1.04	1.44	hypothetical protein	1337742-1338458	
LA1344	0.554	0.647	0.154	0.305	0.392	0.535	0.116	1.17	0.28	0.55	0.71	0.97	0.21	hypothetical protein	1338603-1338764	
LA1345	0.818	0.925	0.894	0.946	0.843	0.887	0.962	1.13	1.09	1.16	1.03	1.08	1.18	hypothetical protein	1338791-1340692	
LA1346	0.519	0.605	0.145	0.298	0.383	0.493	0.12	1.17	0.28	0.57	0.74	0.95	0.23	hypothetical protein	1340744-1340848	
LA1347	0.848	0.981	0.547	0.617	0.934	0.772	0.602	1.16	0.65	0.73	1.1	0.91	0.71	two-component response regulator	1340890-1341354	
LA1348	0.886	0.971	0.836	0.862	0.958	0.956	0.771	1.1	0.94	0.97	1.08	1.08	0.87	Sensory transduction histidine kinase	1341338-1342726	
LA1349	0.612	0.711	0.221	0.336	0.451	0.674	0.169	1.16	0.36	0.55	0.74	1.1	0.28	hypothetical protein	1343416-1343607	
LA1350	0.795	0.907	0.542	0.857	0.659	0.704	0.525	1.14	0.68	1.08	0.83	0.89	0.66	3-demethylubiquinone-9 3-methyltransferase	1343609-1344229	
LA1351	1.072	0.983	0.588	0.76	0.844	0.774	0.773	0.92	0.55	0.71	0.79	0.72	0.72	Capsule biosynthesis protein capA	1344559-1345587	
LA1352	0.905	0.812	1.14	0.716	0.764	0.948	1.026	0.9	1.26	0.79	0.84	1.05	1.13	hypothetical protein	1345978-1346100	
LA1353	1.081	0.898	1.374	0.857	1.012	1.24	1.356	0.83	1.27	0.79	0.94	1.15	1.25	Leucine-rich repeat containing protein	1346621-1347151	
LA1354	0.57	0.691	0.329	0.356	0.463	0.575	0.261	1.21	0.58	0.62	0.81	1.01	0.46	Leucine-rich repeat containing protein	1347226-1347525	
LA1355	0.628	0.808	0.227	0.36	0.47	0.584	0.199	1.29	0.36	0.57	0.75	0.93	0.32	hypothetical protein	1347591-1347734	
LA1356	0.893	0.944	0.96	1.057	0.836	0.845	0.77	1.06	1.08	1.18	0.94	0.95	0.86	probable TonB-dependent receptor	1348177-1350231	
LA1357	0.801	0.873	0.707	0.747	0.69	0.94	0.74	1.09	0.88	0.93	0.86	1.17	0.92	hypothetical protein	1350233-1351396	
LA1358	0.712	0.808	0.464	0.565	0.655	0.653	0.432	1.13	0.65	0.79	0.92	0.92	0.61	Ankyrin repeat proteins	1352020-1352676	
LA1359	1.205	1.486	1.243	1.874	2.942	1.135	1.361	1.23	1.03	1.56	2.44	0.94	1.13	hypothetical protein	1353154-1353606	
LA1360	0.566	0.683	0.171	0.322	0.404	0.512	0.157	1.21	0.3	0.57	0.71	0.9	0.28	hypothetical protein	1354008-1354154	
LA1361	7.418	3.306	16.167	9.395	3.213	5.393	14.264	0.45	2.18	1.27	0.43	0.73	1.92	transposase	1354666-1355739	
LA1362	0.96	0.989	0.93	0.925	1.078	0.887	0.981	1.03	0.97	0.96	1.12	0.92	1.02	hypothetical protein	1355959-1356474	
LA1363	1.462	1.685	1.971	1.827	1.519	1.296	1.595	1.15	1.35	1.25	1.04	0.89	1.09	hypothetical protein	1356648-1357844	
LA1364	0.924	0.943	0.928	0.813	0.736	0.899	0.983	1.02	1	0.88	0.8	0.97	1.06	hypothetical protein	1357851-1358222	
LA1365	0.759	0.826	0.573	0.863	0.856	0.8	0.587	1.09	0.75	1.14	1.13	1.05	0.77	alginate o-acetyltransferase	1358258-1359790	
LA1366	1.194	1	1.815	1.972	1.094	1.213	1.487	0.84	1.52	1.65	0.92	1.02	1.25	hypothetical protein	1359753-1360973	
LA1367	0.584	0.621	0.183	0.286	0.391	0.555	0.122	1.06	0.31	0.49	0.67	0.95	0.21	hypothetical protein	1361225-1361332	
LA1368	1.021	1.005	1.282	1.323	1.193	1.137	1.022	0.98	1.26	1.3	1.17	1.11	1	putative outermembrane protein	1361552-1363543	
LA1369	0.692	0.865	0.233	0.366	0.551	0.64	0.209	1.25	0.34	0.53	0.8	0.92	0.3	hypothetical protein	1363733-1364290	
LA1370	0.859	0.949	0.957	1.179	1.104	1.045	0.826	1.1	1.11	1.37	1.29	1.22	0.96	DNA-3-methyladenine glycosylase	1364293-1364934	
LA1371	0.709	0.786	0.32	0.378	0.639	0.847	0.419	1.11	0.45	0.53	0.9	1.19	0.59	hypothetical protein	1364967-1365128	
LA1372	1.149	1.133	2.201	2.183	1.146	1.413	2.437	0.99	1.92	1.9	1	1.23	2.12	Tetracycline resistance protein. class A	1365106-1366335	
LA1373	0.56	0.671	0.203	0.309	0.428	0.536	0.129	1.2	0.36	0.55	0.76	0.96	0.23	hypothetical protein	1366357-1366485	
LA1374	1.183	1.124	1.635	1.974	1.46	1.154	1.504	0.95	1.38	1.67	1.23	0.98	1.27	Pirin-related protein	1367191-1368198	
LA1375	1.528	1.193	3.613	3.746	1.353	2.018	2.616	0.78	2.36	2.45	0.89	1.32	1.71	hypothetical protein	1368460-1369782	
LA1376	0.726	0.885	0.67	0.565	0.644	0.666	0.549	1.22	0.92	0.78	0.89	0.92	0.76	hypothetical protein	1370442-1370564	
LA1377	0.873	0.923	0.931	0.951	0.936	0.953	1.254	1.06	1.07	1.09	1.07	1.09	1.44	hypothetical protein	1370663-1371250	
LA1378	2.053	3.037	1.513	2.247	2.02	1.258	1.768	1.48	0.74	1.09	0.98	0.61	0.86	GTP-binding protein TYPA/BIPA homolog	1371845-1373665	
LA1379	0.547	0.679	0.165	0.313	0.397	0.521	0.129	1.24	0.3	0.57	0.73	0.95	0.24	hypothetical protein	1373797-1373904	
LA1380	0.477	0.57	0.136	0.278	0.368	0.44	0.113	1.19	0.29	0.58	0.77	0.92	0.24	hypothetical protein	1374349-1374489	
LA1381	0.576	0.688	0.168	0.323	0.417	0.507	0.133	1.19	0.29	0.56	0.72	0.88	0.23	hypothetical protein	1374706-1374891	
LA1382	1.066	0.933	1.25	1.401	1.338	1.118	1.287	0.88	1.17	1.31	1.26	1.05	1.21	Acyltransferase	1374962-1376173	
LA1383	2.356	1.393	5.724	5.954	1.875	2.423	4.661	0.59	2.43	2.53	0.8	1.03	1.98	ThiJ/PfpI family protein	1376527-1377708	
LA1384	1.328	1.462	1.79	1.834	1.572	1.171	1.4	1.1	1.35	1.38	1.18	0.88	1.05	hypothetical protein	1378593-1379513	
LA1385	0.642	0.73	0.23	0.309	0.472	0.676	0.325	1.14	0.36	0.48	0.74	1.05	0.51	hypothetical protein	1379673-1380131	
LA1386	0.719	0.698	0.655	0.412	0.689	0.706	0.534	0.97	0.91	0.57	0.96	0.98	0.74	hypothetical protein	1380896-1381045	
LA1387	0.985	0.856	1.125	1.153	0.948	0.913	1.266	0.87	1.14	1.17	0.96	0.93	1.29	hypothetical protein	1381106-1381216	
LA1388	1.078	1.121	0.64	0.673	1.009	0.773	0.628	1.04	0.59	0.62	0.94	0.72	0.58	glycyl-tRNA synthetase	1381357-1382751	
LA1389	2.546	1.526	3.086	3.217	2.179	1.602	2.728	0.6	1.21	1.26	0.86	0.63	1.07	hypothetical protein	1382816-1384540	
LA1390	1.003	1.095	0.862	1.307	1.071	0.894	0.804	1.09	0.86	1.3	1.07	0.89	0.8	MttB family protein	1384537-1385289	
LA1391	1.178	1.132	1.312	1.286	1.117	1.035	1.248	0.96	1.11	1.09	0.95	0.88	1.06	ribosomal protein L11 methyltransferase	1385286-1386188	
LA1392	2.259	1.519	1.765	1.678	1.301	1.028	1.581	0.67	0.78	0.74	0.58	0.46	0.7	ribokinase	1386193-1387179	
LA1393	0.686	0.86	0.305	0.44	0.543	0.553	0.259	1.25	0.44	0.64	0.79	0.81	0.38	hypothetical protein	1388268-1388639	
LA1394	0.619	0.755	0.28	0.354	0.619	0.534	0.235	1.22	0.45	0.57	1	0.86	0.38	hypothetical protein	1388705-1388911	
LA1395	0.564	0.65	0.169	0.303	0.434	0.723	0.134	1.15	0.3	0.54	0.77	1.28	0.24	hypothetical protein	1388962-1389129	
LA1396	0.946	0.912	1.098	0.876	0.821	0.857	0.903	0.96	1.16	0.93	0.87	0.91	0.95	hypothetical protein	1389244-1389822	
LA1397	1.081	0.953	1.874	1.782	1.061	1.309	1.691	0.88	1.73	1.65	0.98	1.21	1.56	putative Protein export membrane protein SecD/SecF	1389836-1392790	
LA1398	1.277	1.112	1.965	1.757	1.009	1.184	1.361	0.87	1.54	1.38	0.79	0.93	1.07	putative outermembrane protein	1392797-1393453	
LA1399	0.678	0.804	0.285	0.386	0.607	0.618	0.321	1.19	0.42	0.57	0.9	0.91	0.47	hypothetical protein	1393637-1393777	
LA1400	0.98	0.977	1.3	1.079	0.701	0.854	1.17	1	1.33	1.1	0.72	0.87	1.19	hypothetical protein	1395464-1397410	
LA1401	0.626	0.795	0.168	0.337	0.406	0.497	0.13	1.27	0.27	0.54	0.65	0.79	0.21	hypothetical protein	1397596-1397715	
LA1402	28.756	69.383	4.487	10.124	29.906	1.626	2.998	2.41	0.16	0.35	1.04	0.06	0.1	hypothetical protein	1398328-1400319	
LA1403	3.899	5.576	1.064	0.598	4.913	1.009	0.997	1.43	0.27	0.15	1.26	0.26	0.26	hypothetical protein	1402320-1402640	
LA1404	4.57	2.209	1.336	1.421	1.54	1.051	1.466	0.48	0.29	0.31	0.34	0.23	0.32	putative outermembrane protein	1402637-1403824	
LA1405	0.538	0.654	0.164	0.319	0.398	0.488	0.132	1.22	0.3	0.59	0.74	0.91	0.25	hypothetical protein	1403992-1404126	
LA1406	2.219	3.525	2.983	3.39	1.811	1.275	2.152	1.59	1.34	1.53	0.82	0.57	0.97	sterol desaturase-related protein	1404927-1406255	
LA1407	0.56	0.645	0.148	0.291	0.409	0.668	0.116	1.15	0.26	0.52	0.73	1.19	0.21	hypothetical protein	1406462-1406602	
LA1408	1.18	0.924	1.28	0.762	0.655	0.789	0.863	0.78	1.08	0.65	0.56	0.67	0.73	hypothetical protein	1406984-1407097	
LA1409	2.978	2.435	1.035	1.405	2.047	1.127	1.353	0.82	0.35	0.47	0.69	0.38	0.45	putative serine hydroxymethyltransferase	1407159-1408406	
LA1410	0.858	0.924	0.694	0.905	0.798	0.687	0.664	1.08	0.81	1.05	0.93	0.8	0.77	Lipoate-protein ligase A	1408446-1409432	
LA1411	0.598	0.713	0.257	0.364	0.475	0.516	0.199	1.19	0.43	0.61	0.79	0.86	0.33	hypothetical protein	1410195-1410338	
LA1412	1.364	1.357	1.878	1.73	1.133	1.264	1.402	0.99	1.38	1.27	0.83	0.93	1.03	hypothetical protein	1410319-1411341	
LA1413	1.031	0.926	1.166	1.065	0.786	1.077	1.305	0.9	1.13	1.03	0.76	1.04	1.27	hypothetical protein	1411454-1412536	
LA1414	0.635	0.749	0.228	0.328	0.526	0.646	0.148	1.18	0.36	0.52	0.83	1.02	0.23	hypothetical protein	1411332-1411454	
LA1415	0.902	0.828	1.596	1.011	0.778	0.938	0.937	0.92	1.77	1.12	0.86	1.04	1.04	hypothetical protein	1412590-1412745	
LA1416	1.97	1.3	4.349	4.372	1.627	2.182	4.409	0.66	2.21	2.22	0.83	1.11	2.24	carboxyphosphonoenolpyruvate phosphonomutase-like protein	1413232-1414077	
LA1417	2.828	1.479	3.929	4.117	2.339	1.796	3.372	0.52	1.39	1.46	0.83	0.64	1.19	Lactoylglutathione lyase. putative	1414447-1414905	
LA1418	1.183	0.779	1.219	0.38	0.832	0.973	0.828	0.66	1.03	0.32	0.7	0.82	0.7	hypothetical protein	1415373-1415483	
LA1419	1.118	1.622	1.135	1.27	1.774	1.12	1.262	1.45	1.02	1.14	1.59	1	1.13	adenylate cyclase	1415873-1417351	
LA1420	1.715	2.645	0.627	0.682	1.559	0.855	0.623	1.54	0.37	0.4	0.91	0.5	0.36	hypothetical protein	1417358-1417732	
LA1421	4.989	8.733	2.271	2.101	8.275	2.573	2.505	1.75	0.46	0.42	1.66	0.52	0.5	hypothetical protein	1417735-1418289	
LA1422	2.031	2.79	2.284	2.399	2.299	1.581	1.943	1.37	1.12	1.18	1.13	0.78	0.96	Serine/threonine protein kinase	1418327-1423669	
LA1423	6.089	9.715	4.714	3.857	4.322	2.42	3.659	1.6	0.77	0.63	0.71	0.4	0.6	3-oxoacyl-[acyl-carrier-protein] synthase III	1423694-1424662	
LA1424	1.265	1.939	1.391	1.308	1.838	1.124	1.211	1.53	1.1	1.03	1.45	0.89	0.96	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A	1424696-1426477	
LA1425	0.796	0.933	0.463	0.47	0.921	0.708	0.443	1.17	0.58	0.59	1.16	0.89	0.56	hypothetical protein	1426897-1427760	
LA1426	0.768	0.838	0.718	0.446	0.608	0.702	0.523	1.09	0.93	0.58	0.79	0.91	0.68	hypothetical protein	1427914-1428072	
LA1427	1.668	1.924	2.534	2.078	1.357	1.317	1.966	1.15	1.52	1.25	0.81	0.79	1.18	3-oxoacyl-(acyl carrier protein) reductase	1428115-1428885	
LA1428	0.905	1.02	0.876	1.426	2.306	1.381	0.97	1.13	0.97	1.58	2.55	1.53	1.07	Putative protein phosphatase	1429583-1430392	
LA1429	1.172	1.523	0.82	0.639	1.664	0.85	0.656	1.3	0.7	0.55	1.42	0.73	0.56	hypothetical protein	1430367-1430894	
LA1430	8.83	20.112	3.563	7.04	4.351	2.897	5.219	2.28	0.4	0.8	0.49	0.33	0.59	3-oxoacyl-[acyl-carrier-protein] synthase	1430905-1432200	
LA1431	0.642	0.826	0.178	0.344	0.47	0.514	0.142	1.29	0.28	0.54	0.73	0.8	0.22	hypothetical protein	1432954-1433133	
LA1432	0.792	0.973	0.302	0.51	0.872	0.672	0.282	1.23	0.38	0.64	1.1	0.85	0.36	two-component response regulator	1433545-1433967	
LA1433	1.173	1.38	1.692	1.444	1.444	1.355	1.903	1.18	1.44	1.23	1.23	1.16	1.62	hypothetical protein (LenD)	1434255-1435568	
LA1434	0.547	0.648	0.162	0.301	0.393	0.479	0.148	1.18	0.3	0.55	0.72	0.88	0.27	hypothetical protein	1436573-1436692	
LA1435	1.034	0.918	1.671	1.602	0.956	1.215	1.459	0.89	1.62	1.55	0.92	1.18	1.41	hypothetical protein	1437264-1438280	
LA1436	0.974	0.908	1.313	0.919	0.946	1.139	1.11	0.93	1.35	0.94	0.97	1.17	1.14	HIT family hydrolase	1438291-1438659	
LA1437	0.977	0.94	0.926	1.184	0.741	0.871	0.859	0.96	0.95	1.21	0.76	0.89	0.88	ROK family protein	1438638-1439534	
LA1438	0.747	0.879	0.577	0.688	0.708	0.777	0.648	1.18	0.77	0.92	0.95	1.04	0.87	putative ABC transporter. ATP-binding protein	1439531-1440196	
LA1439	0.956	0.91	1.053	0.769	0.759	0.919	0.765	0.95	1.1	0.8	0.79	0.96	0.8	hypothetical protein	1440193-1440717	
LA1440	0.96	0.993	1.118	1.229	0.873	1.061	1.239	1.03	1.16	1.28	0.91	1.11	1.29	putative outermembrane protein	1440832-1442391	
LA1441	7.477	3.131	16.249	10.996	3.312	5.438	14.053	0.42	2.17	1.47	0.44	0.73	1.88	transposase	1442770-1443843	
LA1442	0.582	0.692	0.221	0.31	0.451	0.581	0.171	1.19	0.38	0.53	0.77	1	0.29	hypothetical protein	1444663-1444776	
LA1443	0.852	0.892	0.778	0.66	0.749	0.788	0.672	1.05	0.91	0.77	0.88	0.92	0.79	putative outermembrane protein	1444957-1445565	
LA1444	0.601	0.727	0.239	0.34	0.426	0.508	0.193	1.21	0.4	0.57	0.71	0.85	0.32	hypothetical protein	1444801-1444977	
LA1445	1.078	1.171	0.761	0.875	0.957	0.93	0.916	1.09	0.71	0.81	0.89	0.86	0.85	Outer membrane efflux protein	1445541-1447001	
LA1446	1.069	0.952	1.24	1.754	0.897	0.965	1.614	0.89	1.16	1.64	0.84	0.9	1.51	Cobalt-zinc-cadmium resistance protein CZCB	1447019-1448200	
LA1447	2.424	9.765	2.612	2.515	4.29	1.934	3.171	4.03	1.08	1.04	1.77	0.8	1.31	LexA repressor	1448244-1448864	
LA1448	1.11	1.42	0.75	0.763	0.873	0.765	0.606	1.28	0.68	0.69	0.79	0.69	0.55	putative outermembrane protein	1448873-1449193	
LA1449	1.948	1.674	1.983	2.544	1.788	1.254	1.458	0.86	1.02	1.31	0.92	0.64	0.75	Carboxy-terminal processing protease precursor	1449183-1450571	
LA1450	1.416	1.141	2.296	2.578	1.282	1.659	2.118	0.81	1.62	1.82	0.91	1.17	1.5	Probable O-sialoglycoprotein endopeptidase	1450576-1451592	
LA1451	1.448	1.56	2.127	2.479	1.223	1.532	1.851	1.08	1.47	1.71	0.84	1.06	1.28	Phosphatidylglycerophosphate synthase	1451589-1452353	
LA1452	0.918	0.902	1.421	1.634	0.934	1.291	1.297	0.98	1.55	1.78	1.02	1.41	1.41	hypothetical protein	1452511-1453686	
LA1453	0.519	0.623	0.145	0.292	0.377	0.485	0.121	1.2	0.28	0.56	0.73	0.93	0.23	hypothetical protein	1453889-1454392	
LA1454	0.681	0.831	0.308	0.444	0.583	0.683	0.27	1.22	0.45	0.65	0.86	1	0.4	putative outermembrane protein	1454389-1455465	
LA1455	1.059	3.563	0.511	1.161	23.48	2.672	1.374	3.36	0.48	1.1	22.17	2.52	1.3	hypothetical protein	1455724-1455984	
LA1456	2.645	11.587	4.206	4.653	10.428	3.48	3.414	4.38	1.59	1.76	3.94	1.32	1.29	DNA repair protein radC homolog	1455981-1456679	
LA1457	1.234	2.128	1.704	1.473	1.257	1.294	1.618	1.72	1.38	1.19	1.02	1.05	1.31	ABC transporter (ABC-2 subfamily)	1456673-1457428	
LA1458	0.895	1.101	0.963	0.848	0.911	0.938	0.912	1.23	1.08	0.95	1.02	1.05	1.02	O-antigen export system ATP-binding protein rfbB	1457425-1458723	
LA1459	1.848	1.631	1.358	1.979	1.553	1.147	1.313	0.88	0.73	1.07	0.84	0.62	0.71	UDP-glucose 6-dehydrogenase	1458772-1460082	
LA1460	0.58	0.694	0.164	0.325	0.402	0.528	0.137	1.2	0.28	0.56	0.69	0.91	0.24	hypothetical protein	1460209-1460325	
LA1461	7.183	3.185	16.044	11.074	3.143	5.603	14.359	0.44	2.23	1.54	0.44	0.78	2	transposase	1461209-1462282	
LA1462	1.587	1.178	3.018	3.298	1.807	1.913	3.071	0.74	1.9	2.08	1.14	1.21	1.94	Phosphoribosylaminoimidazole carboxylase ATPase subunit	1462561-1463691	
LA1463	1.135	1.128	1.008	1.463	1.125	1.158	1.262	0.99	0.89	1.29	0.99	1.02	1.11	Phosphoribosylaminoimidazole carboxylase catalytic subunit	1463688-1464176	
LA1464	1.154	1.103	2.073	1.641	1.09	1.097	1.328	0.96	1.8	1.42	0.94	0.95	1.15	UDP-N-acetylmuramoylalanyl-D-glutamyl-2. 6-diaminopimelate--D-alanyl-D- alanyl ligase	1464227-1465627	
LA1465	0.595	0.646	0.264	0.287	0.525	0.661	0.245	1.09	0.44	0.48	0.88	1.11	0.41	hypothetical protein	1465624-1465761	
LA1466	1.357	0.997	2.068	2.278	1.425	1.284	1.902	0.73	1.52	1.68	1.05	0.95	1.4	oligo-1.6-glucosidase	1465795-1467540	
LA1467	1.051	1.069	0.865	0.961	0.986	0.981	1.069	1.02	0.82	0.91	0.94	0.93	1.02	putative outermembrane protein	1468717-1469085	
LA1468	1.408	1.109	1.17	0.999	0.99	1.214	1.527	0.79	0.83	0.71	0.7	0.86	1.08	hypothetical protein	1469061-1469384	
LA1469	0.537	0.664	0.16	0.308	0.395	0.523	0.128	1.24	0.3	0.57	0.74	0.97	0.24	hypothetical protein	1469924-1470028	
LA1470	0.869	0.963	0.911	0.881	0.897	0.941	0.749	1.11	1.05	1.01	1.03	1.08	0.86	hypothetical protein	1470550-1471767	
LA1471	21.618	8.083	6.463	7.613	2.497	3.663	5.83	0.37	0.3	0.35	0.12	0.17	0.27	Pyrophosphate-energized vacuolar membrane proton pump	1471781-1473895	
LA1472	0.666	0.825	0.295	0.435	0.607	0.685	0.251	1.24	0.44	0.65	0.91	1.03	0.38	hypothetical protein	1473915-1474175	
LA1473	0.922	0.876	0.823	1.307	0.96	1.049	0.989	0.95	0.89	1.42	1.04	1.14	1.07	hypothetical protein	1474272-1474814	
LA1474	1.286	0.944	3.049	2.679	2.041	2.436	2.985	0.73	2.37	2.08	1.59	1.89	2.32	hypothetical protein	1474957-1476027	
LA1475	0.7	0.837	0.363	0.407	0.52	0.589	0.33	1.2	0.52	0.58	0.74	0.84	0.47	hypothetical protein	1476458-1476814	
LA1476	2.071	1.564	4.232	3.716	2.205	2.338	3.131	0.76	2.04	1.79	1.06	1.13	1.51	putative haloacid dehalogenase-like hydrolase	1478388-1479029	
LA1477	0.95	0.952	1.154	1.341	0.982	0.907	1.293	1	1.21	1.41	1.03	0.95	1.36	3-deoxy-D-manno-octulosonic-acid transferase	1477149-1478405	
LA1478	1.153	0.993	1.597	1.333	0.947	1.214	1.337	0.86	1.39	1.16	0.82	1.05	1.16	putative outermembrane protein	1479001-1479759	
LA1479	1.626	1.343	1.333	0.997	1.525	1.047	0.822	0.83	0.82	0.61	0.94	0.64	0.51	hypothetical protein	1479829-1480557	
LA1480	1.035	0.98	0.87	0.672	0.907	0.988	0.661	0.95	0.84	0.65	0.88	0.95	0.64	hypothetical protein	1480559-1481227	
LA1481	1.839	1.463	3.608	4.518	2.12	2.501	3.506	0.8	1.96	2.46	1.15	1.36	1.91	Pyrroline-5-carboxylate reductase	1481181-1482002	
LA1482	0.591	0.741	0.228	0.356	0.442	0.511	0.183	1.25	0.39	0.6	0.75	0.86	0.31	hypothetical protein	1482079-1482216	
LA1483	1.664	2.225	0.623	0.817	1.819	0.95	0.653	1.34	0.37	0.49	1.09	0.57	0.39	GGDEF domain protein	1482808-1483866	
LA1484	0.866	1.295	0.605	0.822	1.544	0.824	0.656	1.5	0.7	0.95	1.78	0.95	0.76	hypothetical protein	1485007-1485237	
LA1485	0.619	0.746	0.174	0.312	0.453	0.533	0.17	1.21	0.28	0.5	0.73	0.86	0.27	hypothetical protein	1484827-1485033	
LA1486	0.72	0.835	0.526	0.509	0.743	0.744	0.562	1.16	0.73	0.71	1.03	1.03	0.78	putative outermembrane protein	1485216-1486163	
LA1487	1.639	1.846	2.558	2.809	2.158	1.495	2.433	1.13	1.56	1.71	1.32	0.91	1.48	Probable tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	1486160-1487287	
LA1488	2.473	2.02	3.611	3.686	2.024	1.959	3.648	0.82	1.46	1.49	0.82	0.79	1.48	L-lactate dehydrogenase	1487304-1489586	
LA1489	1.177	1.025	1.872	1.441	1.106	1.299	1.304	0.87	1.59	1.22	0.94	1.1	1.11	hypothetical protein	1489667-1490740	
LA1490	0.841	0.871	0.642	0.742	0.772	0.868	0.614	1.04	0.76	0.88	0.92	1.03	0.73	Ribosomal large subunit pseudouridine synthase C	1490749-1491846	
LA1491	1.555	1.023	3.051	1.92	1.219	1.439	2.177	0.66	1.96	1.23	0.78	0.93	1.4	Na+/H+ antiporter	1491777-1492583	
LA1492	2.795	1.204	5.441	5.66	2.397	3.101	5.14	0.43	1.95	2.03	0.86	1.11	1.84	Na+/H+ antiporter	1492580-1493248	
LA1493	1.167	0.929	1.14	1.093	0.741	0.938	1.162	0.8	0.98	0.94	0.63	0.8	1	Peptidase family M23/M37	1493445-1493966	
LA1494	0.562	0.723	0.171	0.311	0.45	0.492	0.145	1.29	0.3	0.55	0.8	0.88	0.26	hypothetical protein	1494125-1494358	
LA1495	1.25	1.138	0.977	1.005	1.003	0.973	0.885	0.91	0.78	0.8	0.8	0.78	0.71	putative outermembrane protein (OmpL37)	1494601-1495596	
LA1496	0.786	0.851	0.411	0.531	0.686	0.612	0.445	1.08	0.52	0.68	0.87	0.78	0.57	hypothetical protein	1495626-1496234	
LA1497	0.711	0.854	0.314	0.488	0.689	0.626	0.341	1.2	0.44	0.69	0.97	0.88	0.48	hypothetical protein	1496866-1497273	
